"","Gender","Genotype","Row","Galls.found","shootEst.all","shootEst.no18","plant.position","gall.id","gall.id.nest","g.id.unk","g.height","g.width","g.3meas","point.count","exit.size","gall.sp","gall_contents","value"
"420","m","S",8,1,376.093519295734,341.817202184173,326,"17","1405","","1.47","3.7","1.12",NA,NA,"aSG","aSG.larv","1"
"421","f","V",11,1,502.536027440896,432.946505387589,456,"10","1428","","2","3.49","1.64",NA,NA,"aSG","aSG.larv","1"
"422","m","Y",11,1,576.249659671782,484.06839604386,475,"4","1463","",NA,NA,NA,NA,NA,"aSG","aSG.larv","1"
"423","f","F",5,1,193.19039175034,198.554251200924,192,"3","22","","5.87","6.61",NA,NA,NA,"rsLG","Pont.ad","1"
"424","f","X",6,1,208.538239995587,211.325492357578,235,"8","35","","5.14","5.97",NA,NA,NA,"rsLG","Pont.ad","1"
"425","f","H",5,1,174.032856747602,182.345721402902,191,"1","66","","7.29","5.98",NA,NA,NA,"rsLG","Pont.ad","1"
"426","f","H",2,1,378.799571404938,343.821386659906,54,"9","74","","6.91","6.96",NA,NA,NA,"rsLG","Pont.ad","1"
"427","f","F",6,1,315.291373913505,296.036037364122,257,"13","148","","6.59","7.96",NA,NA,NA,"rsLG","Pont.ad","1"
"428","f","F",6,1,315.291373913505,296.036037364122,257,"14","149","","6.69","8.76",NA,NA,NA,"rsLG","Pont.ad","1"
"429","m","O",5,1,370.72387277127,337.832370852061,204,"8","197","","8.55","9.79",NA,NA,NA,"rsLG","Pont.ad","1"
"430","f","L",6,1,228.485976223304,227.668771075999,244,"3","210","","7.05","7.42",NA,NA,NA,"rsLG","Pont.ad","1"
"431","f","G",2,1,141.246786362241,153.806225370539,59,"9","218","","6.93","8.01",NA,NA,NA,"rsLG","Pont.ad","1"
"432","f","H",2,1,124.853132149946,139.086005844646,46,"2","253","","6.96","8.29","6.47",NA,NA,"rsLG","Pont.ad","1"
"433","f","I",6,1,189.895310807941,195.788338113103,255,"6","256","","6.16","8.16","4.58",NA,NA,"rsLG","Pont.ad","1"
"434","m","S",8,1,376.093519295734,341.817202184173,326,"2","292","","4.88","6.69","6.24",NA,NA,"rsLG","Pont.ad","1"
"435","f","H",8,1,270.396069656915,261.18323358751,325,"2","306","","5.56","7.67","5.9",NA,NA,"rsLG","Pont.ad","1"
"436","f","V",6,1,445.058388306984,392.120632978501,270,"10","338","","5.75","8.86","5.62",NA,NA,"rsLG","Pont.ad","1"
"437","m","D",9,1,55.1736422130423,71.4617640938085,372,"10","365","","7.5","8.63","5.5",NA,NA,"rsLG","Pont.ad","1"
"438","m","J",9,1,460.514400836662,403.189827916654,387,"1","368","","5.53","5.9","4.76",NA,NA,"rsLG","Pont.ad","1"
"439","m","J",9,1,460.514400836662,403.189827916654,387,"5","372","","3.62","5.12","5.11",NA,NA,"rsLG","Pont.ad","1"
"440","f","G",11,1,237.999679852778,235.369638233952,465,"2","444","","6.92","7.11","3.98",NA,NA,"rsLG","Pont.ad","1"
"441","f","G",11,1,237.999679852778,235.369638233952,465,"10","453","","7.58","8.94","5.2",NA,NA,"rsLG","Pont.ad","1"
"442","f","M",11,1,486.055751858789,421.333297308296,462,"3","459","","5.85","8.6","5.92",NA,NA,"rsLG","Pont.ad","1"
"443","f","M",11,1,486.055751858789,421.333297308296,462,"5","461","","7.06","6.27","5.11",NA,NA,"rsLG","Pont.ad","1"
"444","f","M",11,1,486.055751858789,421.333297308296,462,"6","462","","7.41","8.95","5.61",NA,NA,"rsLG","Pont.ad","1"
"445","m","K",11,1,707.653068666627,572.336899778713,455,"14","481","","5.94","8.18","4.56",NA,NA,"rsLG","Pont.ad","1"
"446","m","J",9,1,460.514400836662,403.189827916654,387,"3.1","523","","7.03","7.28","3.26",NA,NA,"rsLG","Pont.ad","1"
"447","m","W",13,1,576.249659671782,484.06839604386,558,"4.2","535","","6.87","8.19","6.62",NA,NA,"rsLG","Pont.ad","1"
"448","f","Q",12,1,368.060184332852,335.851692620748,502,"2","554","unk",NA,NA,NA,NA,NA,"rsLG","Pont.ad","1"
"449","m","W",14,1,266.179953131953,257.857580375323,590,"2","591","unk",NA,NA,NA,NA,NA,"rsLG","Pont.ad","1"
"450","f","I",9,1,141.246786362241,153.806225370539,365,"2","662","","6.44","7.45","5.41",NA,NA,"rsLG","Pont.ad","1"
"451","f","I",9,1,141.246786362241,153.806225370539,365,"5","665","","6.39","7.38","5.19",NA,NA,"rsLG","Pont.ad","1"
"452","f","I",9,1,141.246786362241,153.806225370539,365,"6","666","","6.32","6.87","4.74",NA,NA,"rsLG","Pont.ad","1"
"453","f","V",11,1,310.572770627957,292.418275184299,461,"11","691","","8.31","8.98","7.48",NA,NA,"rsLG","Pont.ad","1"
"454","f","H",2,1,378.799571404938,343.821386659906,54,"7","712","","7.82","8.21","5.74",NA,NA,"rsLG","Pont.ad","1"
"455","f","H",2,1,378.799571404938,343.821386659906,54,"11","713","","5.39","7.09","5.5",NA,NA,"rsLG","Pont.ad","1"
"456","f","G",12,1,294.46373095663,279.989758500388,534,"2.1","817","","6.81","8.4","4.73",NA,NA,"rsLG","Pont.ad","1"
"457","f","A",12,1,435.968974506637,385.577977117302,532,"1.1","820","","5.42","7.2","5.53",NA,NA,"rsLG","Pont.ad","1"
"458","f","A",12,1,435.968974506637,385.577977117302,532,"1.3","822","","5.47","4.1","4.37",NA,NA,"rsLG","Pont.ad","1"
"459","m","S",8,1,591.139114140453,494.243517924796,345,"5","842","","5.94","5.75","5.21",NA,NA,"rsLG","Pont.ad","1"
"460","m","S",8,1,591.139114140453,494.243517924796,345,"8","846","","7.53","7.96","5.28",NA,NA,"rsLG","Pont.ad","1"
"461","f","*",8,1,352.370989871097,324.130959186325,319,"12","868","","4.47","6.83","4.72",NA,NA,"rsLG","Pont.ad","1"
"462","f","*",8,1,352.370989871097,324.130959186325,319,"13","869","","6.26","8","5.84",NA,NA,"rsLG","Pont.ad","1"
"463","f","*",8,1,352.370989871097,324.130959186325,319,"16","872","","4.24","6.05","5.32",NA,NA,"rsLG","Pont.ad","1"
"464","f","*",8,1,352.370989871097,324.130959186325,319,"17","873","","4.28","6.7","5.69",NA,NA,"rsLG","Pont.ad","1"
"465","f","I",6,1,189.895310807941,195.788338113103,255,"12","895","","6.12","6.26","4.91",NA,NA,"rsLG","Pont.ad","1"
"466","f","I",6,1,189.895310807941,195.788338113103,255,"14","896","","6.77","8.42","5.13",NA,NA,"rsLG","Pont.ad","1"
"467","f","I",6,1,189.895310807941,195.788338113103,255,"15","897","","5.84","6.82","4.41",NA,NA,"rsLG","Pont.ad","1"
"468","f","I",6,1,189.895310807941,195.788338113103,255,"16","898","","4.09","6.42","3.34",NA,NA,"rsLG","Pont.ad","1"
"469","f","I",6,1,189.895310807941,195.788338113103,255,"18","900","","6.4","6.59","5.18",NA,NA,"rsLG","Pont.ad","1"
"470","f","I",6,1,189.895310807941,195.788338113103,255,"9","901","","4.46","5.8","4.2",NA,NA,"rsLG","Pont.ad","1"
"471","m","S",12,1,591.139114140453,494.243517924796,518,"3","924","","4.88","5.56","3.62",NA,NA,"rsLG","Pont.ad","1"
"472","f","M",9,1,230.366048270584,229.195214428022,392,"3","970","","7.52","7.29","5.72",NA,NA,"rsLG","Pont.ad","1"
"473","m","O",5,1,370.72387277127,337.832370852061,204,"1.1","997","","7.17","7.71","3.95",NA,NA,"rsLG","Pont.ad","1"
"474","f","H",8,1,337.176702121881,312.687784101399,321,"6","1043","unk",NA,NA,NA,NA,NA,"rsLG","Pont.ad","1"
"475","f","H",8,1,337.176702121881,312.687784101399,321,"6.1","1044","","5.12","6.37","5.15",NA,NA,"rsLG","Pont.ad","1"
"476","m","O",4,1,322.467323306603,301.518781572347,167,"1","1108","","4.87","6.11","4.6",NA,NA,"rsLG","Pont.ad","1"
"477","m","O",4,1,322.467323306603,301.518781572347,167,"7","1114","","7.06","8.15","4.91",NA,NA,"rsLG","Pont.ad","1"
"478","m","B",6,1,368.060184332852,335.851692620748,250,"4","1153","","7.68","8.95","4.07",NA,NA,"rsLG","Pont.ad","1"
"479","m","O",5,1,370.72387277127,337.832370852061,204,"1","1159","","6.63","8.1","4.36",NA,NA,"rsLG","Pont.ad","1"
"480","m","O",5,1,370.72387277127,337.832370852061,204,"2","1160","","7.31","8.39","4.58",NA,NA,"rsLG","Pont.ad","1"
"481","m","O",5,1,370.72387277127,337.832370852061,204,"5","1162","","8.31","10.14","6.52",NA,NA,"rsLG","Pont.ad","1"
"482","f","V",11,1,310.572770627957,292.418275184299,461,"5","1205","","6.16","6.74","6.24",NA,NA,"rsLG","Pont.ad","1"
"483","f","M",11,1,499.207765160246,430.606904726988,453,"6.1","1223","","6.15","6.97","3.87",NA,NA,"rsLG","Pont.ad","1"
"484","f","V",6,1,203.326750122533,207.009013785157,228,"15","1247","","6.03","7.77","4.84",NA,NA,"rsLG","Pont.ad","1"
"485","f","V",6,1,203.326750122533,207.009013785157,228,"18","1250","","9.42","8.47","6.62",NA,NA,"rsLG","Pont.ad","1"
"486","m","K",11,1,707.653068666627,572.336899778713,455,"1","1252","","5.57","7.12","4.13",NA,NA,"rsLG","Pont.ad","1"
"487","f","G",11,1,138.627779860107,151.476680974632,472,"2","1259","","5.65","6.52","3.77",NA,NA,"rsLG","Pont.ad","1"
"488","f","V",11,1,502.536027440896,432.946505387589,456,"3","1263","","5.41","7.56","5.98",NA,NA,"rsLG","Pont.ad","1"
"489","f","V",11,1,502.536027440896,432.946505387589,456,"6","1266","","5.88","6.88","4.27",NA,NA,"rsLG","Pont.ad","1"
"490","f","V",11,1,502.536027440896,432.946505387589,456,"7","1267","","6.05","6.9","4.81",NA,NA,"rsLG","Pont.ad","1"
"491","m","K",9,1,289.975679656331,276.504994546032,374,"3","1304","","3.81","6.21","4.2",NA,NA,"rsLG","Pont.ad","1"
"492","m","K",9,1,289.975679656331,276.504994546032,374,"6","1308","","5.7","5.44","4.54",NA,NA,"rsLG","Pont.ad","1"
"493","m","K",9,1,289.975679656331,276.504994546032,374,"10","1312","","5.85","7.26","5.11",NA,NA,"rsLG","Pont.ad","1"
"494","m","K",9,1,289.975679656331,276.504994546032,374,"12","1314","","5.93","8.67","4.3",NA,NA,"rsLG","Pont.ad","1"
"495","m","O",8,1,206.79034976002,209.880024788393,323,"7","1349","","3.17","6.07","2.14",NA,NA,"rsLG","Pont.ad","1"
"496","m","S",8,1,376.093519295734,341.817202184173,326,"6","1395","","6.78","8.44","4.21",NA,NA,"rsLG","Pont.ad","1"
"497","m","S",8,1,376.093519295734,341.817202184173,326,"12","1401","","8.16","7.44","5.49",NA,NA,"rsLG","Pont.ad","1"
"498","m","S",8,1,376.093519295734,341.817202184173,326,"14","1402","","5.96","6.3","5.65",NA,NA,"rsLG","Pont.ad","1"
"499","f","V",11,1,502.536027440896,432.946505387589,456,"12","1430","","7.32","6.15","5.31",NA,NA,"rsLG","Pont.ad","1"
"500","m","K",11,1,329.762020607988,307.069222821287,471,"6","115","","4.71","7.63",NA,NA,NA,"rsLG","Pont.prep","1"
"501","f","M",9,1,473.159016691825,412.194607206021,370,"4","126","","6.37","7.9",NA,NA,NA,"rsLG","Pont.prep","1"
"502","f","L",6,1,228.485976223304,227.668771075999,244,"7","216","","7.67","8.88",NA,NA,NA,"rsLG","Pont.prep","1"
"503","m","D",9,1,55.1736422130423,71.4617640938085,372,"2","336","","7.79","7.27","3.26",NA,NA,"rsLG","Pont.prep","1"
"504","f","F",6,1,315.291373913505,296.036037364122,257,"3.1","345","","6.85","8.81","5.27",NA,NA,"rsLG","Pont.prep","1"
"505","m","J",9,1,460.514400836662,403.189827916654,387,"6","373","","5.37","6.18","4.51",NA,NA,"rsLG","Pont.prep","1"
"506","m","J",9,1,460.514400836662,403.189827916654,387,"8","374","","3.88","5.1","4.15",NA,NA,"rsLG","Pont.prep","1"
"507","m","B",11,1,188.263278880683,194.415125393522,454,"14","415","","5.78","7.23","4.17",NA,NA,"rsLG","Pont.prep","1"
"508","m","J",9,1,460.514400836662,403.189827916654,387,"1","420","","4.48","5.48","3.86",NA,NA,"rsLG","Pont.prep","1"
"509","f","G",11,1,237.999679852778,235.369638233952,465,"7","449","","7.92","8.74","4.49",NA,NA,"rsLG","Pont.prep","1"
"510","m","K",11,1,707.653068666627,572.336899778713,455,"6","469","","5.01","6.46","4.32",NA,NA,"rsLG","Pont.prep","1"
"511","m","J",9,1,460.514400836662,403.189827916654,387,"3.3","525","","6.64","8.86","3.98",NA,NA,"rsLG","Pont.prep","1"
"512","f","V",11,1,310.572770627957,292.418275184299,461,"10","690","","5.48","7.38","5.28",NA,NA,"rsLG","Pont.prep","1"
"513","m","B",6,1,320.062206860588,299.683699161892,249,"3","785","","8.6","10.99","6.67",NA,NA,"rsLG","Pont.prep","1"
"514","m","D",2,1,104.50936915315,120.308286862188,52,"16","910","","5.86","7.86","5.84",NA,NA,"rsLG","Pont.prep","1"
"515","f","M",9,1,230.366048270584,229.195214428022,392,"2","969","","7.76","9.12","7.19",NA,NA,"rsLG","Pont.prep","1"
"516","f","H",8,1,337.176702121881,312.687784101399,321,"6.4","1047","","7.01","6.83","4.58",NA,NA,"rsLG","Pont.prep","1"
"517","f","V",11,1,310.572770627957,292.418275184299,461,"7","1207","","6.83","6.44","5.31",NA,NA,"rsLG","Pont.prep","1"
"518","f","V",6,1,203.326750122533,207.009013785157,228,"17","1249","","7.04","8.24","5.14",NA,NA,"rsLG","Pont.prep","1"
"519","f","M",11,1,499.207765160246,430.606904726988,453,"1","1276","","5.6","6.9","4.79",NA,NA,"rsLG","Pont.prep","1"
"520","m","K",9,1,289.975679656331,276.504994546032,374,"7","1309","","4.54","5.53","4.49",NA,NA,"rsLG","Pont.prep","1"
"521","m","K",9,1,289.975679656331,276.504994546032,374,"9","1311","","5.91","6.6","3.83",NA,NA,"rsLG","Pont.prep","1"
"522","m","K",9,1,289.975679656331,276.504994546032,374,"15","1317","","5.04","7.35","4.1",NA,NA,"rsLG","Pont.prep","1"
"523","f","I",13,1,332.220188326465,308.934486797842,562,"5a","1323","unk",NA,NA,NA,NA,NA,"rsLG","Pont.prep","1"
"524","f","V",6,1,203.326750122533,207.009013785157,228,"7","1344","","7.38","7.73","5.17",NA,NA,"rsLG","Pont.prep","1"
"525","m","S",8,1,376.093519295734,341.817202184173,326,"9","1398","","8.4","11.05","5.48",NA,NA,"rsLG","Pont.prep","1"
"526","f","U",12,1,526.290343962943,449.562898869209,506,"1","1431","","4.22","5.12","3.58",NA,NA,"rsLG","Pont.prep","1"
"527","f","F",5,1,193.19039175034,198.554251200924,192,"2","2","","2","5.32",NA,NA,NA,"rsLG","Pont.larv","1"
"528","f","F",6,1,370.72387277127,337.832370852061,231,"1","12","","5.27","8.06",NA,NA,NA,"rsLG","Pont.larv","1"
"529","f","X",6,1,208.538239995587,211.325492357578,235,"10","37","","3.65","5.56",NA,NA,NA,"rsLG","Pont.larv","1"
"530","f","H",2,1,378.799571404938,343.821386659906,54,"5","81","","5.84","6.87",NA,NA,NA,"rsLG","Pont.larv","1"
"531","f","G",11,1,294.46373095663,279.989758500388,469,"4","106","","4.57","8.07",NA,NA,NA,"rsLG","Pont.larv","1"
"532","f","G",2,1,141.246786362241,153.806225370539,59,"5","139","","4.65","7.14",NA,NA,NA,"rsLG","Pont.larv","1"
"533","f","F",6,1,315.291373913505,296.036037364122,257,"14","153","","7.04","7.65",NA,NA,NA,"rsLG","Pont.larv","1"
"534","f","F",6,1,315.291373913505,296.036037364122,257,"8","154","","5.63","8.77",NA,NA,NA,"rsLG","Pont.larv","1"
"535","f","F",6,1,315.291373913505,296.036037364122,257,"16","152","","6.78","7.95",NA,NA,NA,"rsLG","Eury.fem","1"
"536","f","L",6,1,228.485976223304,227.668771075999,244,"8","217","","6.19","6.12",NA,NA,NA,"rsLG","Eury.fem","1"
"537","m","D",9,1,55.1736422130423,71.4617640938085,372,"8","363","","8.03","8.29","3.96",NA,NA,"rsLG","Eury.fem","1"
"538","f","M",11,1,486.055751858789,421.333297308296,462,"4","460","","4.82","6.16","2.58",NA,NA,"rsLG","Eury.fem","1"
"539","m","D",6,1,230.366048270584,229.195214428022,259,"6.1","987","","5.99","9.44","6.23",NA,NA,"rsLG","Eury.fem","1"
"540","m","S",8,1,376.093519295734,341.817202184173,326,"31","1068","","4.79","6.7","2.87",NA,NA,"rsLG","Eury.fem","1"
"541","m","K",11,1,707.653068666627,572.336899778713,455,"13","480","","4.01","5.34","3.16",NA,NA,"rsLG","Eury.mal","1"
"542","m","K",11,1,707.653068666627,572.336899778713,455,"2","1253","","5.23","5.21","2.58",NA,NA,"rsLG","Eury.mal","1"
"543","m","S",8,1,376.093519295734,341.817202184173,326,"10","1399","","4.63","5.27","2.93",NA,NA,"rsLG","Eury.mal","1"
"544","m","Z",2,1,370.72387277127,337.832370852061,86,"1","3","","7.49","7.35",NA,NA,NA,"rG","Platy","1"
"545","f","X",6,1,208.538239995587,211.325492357578,235,"13","29","","5.08","3.33",NA,NA,NA,"vLG","Platy","1"
"546","f","X",6,1,208.538239995587,211.325492357578,235,"17.1","30","","10.1","5.82",NA,NA,NA,"vLG","Platy","1"
"547","f","X",6,1,208.538239995587,211.325492357578,235,"17.2","31","","9.5","5.82",NA,NA,NA,"vLG","Platy","1"
"548","f","X",6,1,208.538239995587,211.325492357578,235,"17.3","32","",NA,NA,NA,NA,NA,"vLG","Platy","1"
"549","f","X",6,1,208.538239995587,211.325492357578,235,"23","36","","7.71","3.62",NA,NA,NA,"vLG","Platy","1"
"550","f","X",6,1,208.538239995587,211.325492357578,235,"4","39","","6.39","3.26",NA,NA,NA,"vLG","Platy","1"
"551","f","X",6,1,208.538239995587,211.325492357578,235,"20.1","43","","6.57","3.61",NA,NA,NA,"vLG","Platy","1"
"552","f","X",6,1,208.538239995587,211.325492357578,235,"20.2","44","","5.94","3.31",NA,NA,NA,"vLG","Platy","1"
"553","f","X",6,1,208.538239995587,211.325492357578,235,"6","45","","6.9","3.61",NA,NA,NA,"vLG","Platy","1"
"554","f","L",8,1,424.061929221881,376.968893960722,352,"1.2","62","","7.84","6.51",NA,NA,NA,"vLG","Platy","1"
"555","m","K",11,1,329.762020607988,307.069222821287,471,"8","117","","6.02","5.61",NA,NA,NA,"vLG","Platy","1"
"556","f","G",2,1,141.246786362241,153.806225370539,59,"4.2","138","","5.39","7.79",NA,"2",NA,"vLG","Platy","1"
"557","f","I",14,1,212.066411004529,214.23642961132,626,"3","230","","6.25",NA,NA,"8",NA,"vLG","Platy","1"
"558","f","*",8,1,114.350583338002,129.468896764365,329,"1","290","","8.73","3.79","3.01","1",NA,"vLG","Platy","1"
"559","f","V",6,1,445.058388306984,392.120632978501,270,"11.1","339","","8.01","2.94","3.91","2",NA,"vLG","Platy","1"
"560","f","V",6,1,445.058388306984,392.120632978501,270,"11.2","340","","7.93","4.01","3.56","2",NA,"vLG","Platy","1"
"561","f","V",6,1,445.058388306984,392.120632978501,270,"13","342","","4.23","2.78","5.22","2",NA,"vLG","Platy","1"
"562","m","Z",11,1,617.870173539931,512.393417363073,460,"4","389","","8.52","5.43","4.04","1",NA,"vLG","Platy","1"
"563","m","Z",11,1,617.870173539931,512.393417363073,460,"9","394","","8.77","7.42","6.84",NA,NA,"rG","Platy","1"
"564","m","W",14,1,266.179953131953,257.857580375323,590,"1.1","436","","7.13","6.2","3.32","3",NA,"vLG","Platy","3"
"565","m","K",11,1,707.653068666627,572.336899778713,455,"5","468","","13.97","12.95","7.22","2",NA,"vLG","Platy","2"
"566","m","K",11,1,707.653068666627,572.336899778713,455,"12","479","","8.19","5.73","4.63","2",NA,"vLG","Platy","1"
"567","m","W",14,1,266.179953131953,257.857580375323,590,"1.12","588","","10.53","5.63","5.07",NA,NA,"rG","Platy","2"
"568","m","K",12,1,445.058388306984,392.120632978501,497,"2.5","605","","10.9","12.47","6.68","4",NA,"vLG","Platy","2"
"569","m","P",2,1,327.317184424437,305.211527736311,62,"1","686","","7.43","5.25","4.07","2",NA,"vLG","Platy","1"
"570","m","B",2,1,421.122733608685,374.836957364858,65,"3","707","","11.47","5.92","5.72","1",NA,"vLG","Platy","1"
"571","m","B",2,1,421.122733608685,374.836957364858,65,"5","709","","7.95","5.09","3.99","1",NA,"vLG","Platy","1"
"572","f","X",6,1,352.370989871097,324.130959186325,260,"12","780","","9.93","8.32","6.89","2",NA,"vLG","Platy","1"
"573","f","X",6,1,352.370989871097,324.130959186325,260,"14","782","","8.24","5.54","6.13","1",NA,"vLG","Platy","1"
"574","m","B",6,1,320.062206860588,299.683699161892,249,"5","787","","10.14","6.6","4.7","3",NA,"vLG","Platy","2"
"575","m","B",6,1,320.062206860588,299.683699161892,249,"8","790","","9.48","8.47","5.68","3",NA,"vLG","Platy","3"
"576","m","B",6,1,320.062206860588,299.683699161892,249,"10","792","","9.68","6.01","5.54","3",NA,"vLG","Platy","2"
"577","m","D",6,1,276.811562333759,266.225466910111,262,"13","809","","6.56","3.56","4.27","1",NA,"vLG","Platy","1"
"578","m","D",6,1,276.811562333759,266.225466910111,262,"5","813","","9.76","10.84","5.97","3",NA,"vLG","Platy","1"
"579","m","Z",6,1,183.428723287954,190.334275558251,263,"5.4","882","","6.98","5.2","4.46","1",NA,"vLG","Platy","1"
"580","m","Z",6,1,183.428723287954,190.334275558251,263,"5.6","884","","7.15","4.84","4.82","1",NA,"vLG","Platy","1"
"581","f","I",6,1,189.895310807941,195.788338113103,255,"1","891","","12.14","9.08","6.15","4",NA,"vLG","Platy","1"
"582","m","D",2,1,104.50936915315,120.308286862188,52,"13","907","","6.54","6.44","3.71","2",NA,"vLG","Platy","1"
"583","m","D",2,1,104.50936915315,120.308286862188,52,"18","914","","5.32","3.01","3.52","1",NA,"vLG","Platy","1"
"584","f","X",11,1,253.819945923519,248.051256075529,492,"3.4","958","","8.9","5.66","5.12","3",NA,"vLG","Platy","2"
"585","f","*",2,1,113.224954286215,128.428714760193,87,"16","966","","7.09","4.17","3.1","1",NA,"vLG","Platy","1"
"586","m","B",9,1,625.667309964935,517.66000142503,405,"1.2","972","","9.41","10.19","6.26","3",NA,"vLG","Platy","1"
"587","f","X",6,1,208.538239995587,211.325492357578,235,"24","1013","","6.2","6.27","5.72",NA,NA,"rG","Platy","1"
"588","f","X",11,1,152.086057793174,163.364735084219,495,"1","1025","","6.12","8.33","4.03","3",NA,"vLG","Platy","3"
"589","f","X",11,1,152.086057793174,163.364735084219,495,"2","1026","","5.74","3.66","3.37","1",NA,"vLG","Platy","1"
"590","f","X",11,1,152.086057793174,163.364735084219,495,"5","1029","","4.76","4.91","1.29","3",NA,"vLG","Platy","3"
"591","m","Z",2,1,206.79034976002,209.880024788393,55,"21","1125","","7.41","5.04","4.68","1",NA,"vLG","Platy","1"
"592","f","X",9,1,101.371249409915,117.354241614501,363,"8.1","1140","","4.3","3.16","3.9","1",NA,"vLG","Platy","1"
"593","m","B",6,1,368.060184332852,335.851692620748,250,"6","1155","","8.43","7.23","4.27","3",NA,"vLG","Platy","3"
"594","f","V",9,1,418.198467867048,372.713123031044,379,"3","1172","","8.93","6.37","7.55","3",NA,"vLG","Platy","1"
"595","f","V",9,1,418.198467867048,372.713123031044,379,"10","1199","","9.02","10.11","5.63","4",NA,"vLG","Platy","2"
"596","m","Z",9,1,1189.81004005016,993.619041282888,390,"5","1272","","8.13","4.25","3.42",NA,NA,"vLG","Platy","1"
"597","m","K",9,1,289.975679656331,276.504994546032,382,"3","1293","","8.37","5.04","4.15",NA,NA,"vLG","Platy","1"
"598","m","K",9,1,289.975679656331,276.504994546032,382,"4","1294","","8.34","4.26","3.37",NA,NA,"vLG","Platy","1"
"599","m","K",9,1,289.975679656331,276.504994546032,374,"11","1313","","7.09","6.48","4.31",NA,NA,"vLG","Platy","1"
"600","m","K",9,1,289.975679656331,276.504994546032,374,"14","1316","","7.93","7.29","6.09",NA,NA,"vLG","Platy","1"
"601","f","V",6,1,203.326750122533,207.009013785157,228,"4","1341","","4.86","6.28","3.24","1",NA,"vLG","Platy","2"
"602","m","Y",2,1,281.149952313655,269.622973915683,68,"1","1367","","3.86","21.01","3.74",NA,NA,"SG","Platy","9"
"603","f","L",12,1,268.281952968928,259.516833839203,535,"2","1384","","10.74","12.39","6.9","4",NA,"vLG","Platy","1"
"604","f","X",11,1,152.086057793174,163.364735084219,495,"7","1388","","5.67","2.57","2.4","1",NA,"vLG","Platy","1"
"605","m","S",8,1,376.093519295734,341.817202184173,326,"11","1400","","9.87","5.31","3.71","2",NA,"vLG","Platy","1"
"606","f","V",6,1,445.058388306984,392.120632978501,270,"1","1419","","7.47","8.89","4.95","2",NA,"vLG","Platy","2"
"607","m","Y",2,1,283.337698920593,271.33257977973,60,"3","1440","","6.65","4.66",NA,NA,NA,"vLG","Platy","1"
"608","m","D",2,1,104.50936915315,120.308286862188,52,"3.1","1443","","6.31","5.19",NA,NA,NA,"vLG","Platy","1"
"609","m","D",2,1,104.50936915315,120.308286862188,52,"3.2","1444","","5.07","4.26",NA,NA,NA,"vLG","Platy","1"
"610","m","D",2,1,104.50936915315,120.308286862188,52,"7","1448","","6.21","4.51",NA,NA,NA,"vLG","Platy","1"
"611","f","X",6,1,208.538239995587,211.325492357578,235,"15","25","","7.03","6.61",NA,NA,NA,"rG","Tory.mal","1"
"612","f","X",6,1,208.538239995587,211.325492357578,235,"9","49","unk",NA,NA,NA,NA,NA,"rG","Tory.mal","1"
"613","f","L",8,1,424.061929221881,376.968893960722,352,"1.1","61","","8.06","6.51",NA,NA,NA,"vLG","Tory.mal","1"
"614","f","L",8,1,424.061929221881,376.968893960722,352,"2","63","","8.49","4.15",NA,NA,NA,"vLG","Tory.mal","1"
"615","f","A",6,1,395.336059994576,356.012245336634,232,"5","93","unk",NA,NA,NA,NA,NA,"rG","Tory.mal","1"
"616","f","I",14,1,212.066411004529,214.23642961132,626,"8","239","","1.77","3.97","1.75",NA,NA,"aSG","Tory.mal","1"
"617","m","K",9,1,153.482478235971,164.586842600687,376,"2","260","","7.53","6.22","5.74",NA,NA,"rG","Tory.mal","1"
"618","m","K",9,1,153.482478235971,164.586842600687,376,"18","283","","7.24","5.15","4.37",NA,NA,"rG","Tory.mal","1"
"619","f","H",8,1,270.396069656915,261.18323358751,325,"3","307","unk",NA,NA,NA,NA,NA,"rG","Tory.mal","1"
"620","f","F",6,1,315.291373913505,296.036037364122,257,"1","343","","8.56","4.96","5.64","1",NA,"vLG","Tory.mal","1"
"621","f","F",6,1,315.291373913505,296.036037364122,257,"5","348","","12.84","11.1","7.66","4",NA,"vLG","Tory.mal","1"
"622","m","K",9,1,289.975679656331,276.504994546032,374,"20","375","","6.37","4.32","4.23",NA,NA,"rG","Tory.mal","1"
"623","m","K",9,1,289.975679656331,276.504994546032,374,"22","377","","8.44","4.6","4.71",NA,NA,"vLG","Tory.mal","1"
"624","m","Z",11,1,617.870173539931,512.393417363073,460,"2","387","","6.1","4.99","4.67",NA,NA,"rG","Tory.mal","1"
"625","m","B",11,1,188.263278880683,194.415125393522,454,"16","417","","6.81","4.37","4.21",NA,NA,"rG","Tory.mal","1"
"626","m","J",9,1,460.514400836662,403.189827916654,387,"2","421","","7.95","5.43","5.29",NA,NA,"rG","Tory.mal","1"
"627","m","K",11,1,707.653068666627,572.336899778713,455,"9","476","","7.12","5.87","5.58",NA,NA,"rG","Tory.mal","1"
"628","m","K",11,1,707.653068666627,572.336899778713,455,"16","483","","10.4","7.11","5.67",NA,NA,"vLG","Tory.mal","1"
"629","m","K",11,1,707.653068666627,572.336899778713,455,"19","486","","10.74","6.48","5.51","2",NA,"vLG","Tory.mal","1"
"630","m","N",12,1,212.066411004529,214.23642961132,509,"2","506","","8.63","5.52","4.17",NA,NA,"rG","Tory.mal","1"
